file,cuttlefish,background,year,month,day,hour,minute,second,screen,view distance,replicate,folder
7_Checkerboard_4_2012_11_19_15_25_48_Checkerboard_2_10_5.png,7,Checkerboard4,2012,11,19,15,25,48,Checkerboard2,10,5,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_34_21_Static_610_9.png,7,Checkerboard4,2012,11,19,14,34,21,Static,610,9,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_12_6_Checkerboard_7_10_15.png,7,Checkerboard4,2012,11,19,15,12,6,Checkerboard7,10,15,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_18_37_Checkerboard_2_210_22.png,7,Checkerboard4,2012,11,19,15,18,37,Checkerboard2,210,22,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_18_4_Checkerboard_2_210_19.png,7,Checkerboard4,2012,11,19,15,18,4,Checkerboard2,210,19,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_12_5_Static_410_8.png,7,Checkerboard4,2012,11,19,14,12,5,Static,410,8,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_28_46_Checkerboard_2_10_21.png,7,Checkerboard4,2012,11,19,15,28,46,Checkerboard2,10,21,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_30_31_Static_10_13.png,7,Checkerboard4,2012,11,19,14,30,31,Static,10,13,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_15_36_Checkerboard_2_210_6.png,7,Checkerboard4,2012,11,19,15,15,36,Checkerboard2,210,6,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_18_15_Checkerboard_2_210_20.png,7,Checkerboard4,2012,11,19,15,18,15,Checkerboard2,210,20,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_40_24_Checkerboard_7_410_12.png,7,Checkerboard4,2012,11,19,14,40,24,Checkerboard7,410,12,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_23_3_Checkerboard_4_210_18.png,7,Checkerboard4,2012,11,19,15,23,3,Checkerboard4,210,18,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_22_48_Uniform_8.png,7,Checkerboard4,2012,11,19,14,22,48,Uniform,nan,8,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_21_53_Uniform_3.png,7,Checkerboard4,2012,11,19,14,21,53,Uniform,nan,3,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_37_5_Checkerboard_2_410_10.png,7,Checkerboard4,2012,11,19,15,37,5,Checkerboard2,410,10,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_38_1_Checkerboard_2_410_15.png,7,Checkerboard4,2012,11,19,15,38,1,Checkerboard2,410,15,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_41_42_Checkerboard_7_410_19.png,7,Checkerboard4,2012,11,19,14,41,42,Checkerboard7,410,19,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_10_58_Checkerboard_7_10_9.png,7,Checkerboard4,2012,11,19,15,10,58,Checkerboard7,10,9,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_19_10_Checkerboard_2_210_25.png,7,Checkerboard4,2012,11,19,15,19,10,Checkerboard2,210,25,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_33_39_Static_610_6.png,7,Checkerboard4,2012,11,19,14,33,39,Static,610,6,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_40_2_Checkerboard_7_410_10.png,7,Checkerboard4,2012,11,19,14,40,2,Checkerboard7,410,10,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_35_15_Static_610_13.png,7,Checkerboard4,2012,11,19,14,35,15,Static,610,13,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_10_43_Static_410_2.png,7,Checkerboard4,2012,11,19,14,10,43,Static,410,2,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_43_34_Checkerboard_7_610_1.png,7,Checkerboard4,2012,11,19,14,43,34,Checkerboard7,610,1,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_20_26_Checkerboard_4_10_23.png,7,Checkerboard4,2012,11,19,14,20,26,Checkerboard4,10,23,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_27_55_Static_10_4.png,7,Checkerboard4,2012,11,19,14,27,55,Static,10,4,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_11_7_Static_410_4.png,7,Checkerboard4,2012,11,19,14,11,7,Static,410,4,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_38_29_Checkerboard_7_410_2.png,7,Checkerboard4,2012,11,19,14,38,29,Checkerboard7,410,2,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_26_32_Checkerboard_2_10_9.png,7,Checkerboard4,2012,11,19,15,26,32,Checkerboard2,10,9,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_15_25_Checkerboard_2_210_5.png,7,Checkerboard4,2012,11,19,15,15,25,Checkerboard2,210,5,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_27_39_Checkerboard_2_10_15.png,7,Checkerboard4,2012,11,19,15,27,39,Checkerboard2,10,15,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_13_5_Static_410_13.png,7,Checkerboard4,2012,11,19,14,13,5,Static,410,13,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_44_7_Checkerboard_7_610_4.png,7,Checkerboard4,2012,11,19,14,44,7,Checkerboard7,610,4,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_28_12_Checkerboard_2_10_18.png,7,Checkerboard4,2012,11,19,15,28,12,Checkerboard2,10,18,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_17_52_Checkerboard_2_210_18.png,7,Checkerboard4,2012,11,19,15,17,52,Checkerboard2,210,18,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_52_50_Checkerboard_2_610_23.png,7,Checkerboard4,2012,11,19,14,52,50,Checkerboard2,610,23,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_35_53_Static_610_16.png,7,Checkerboard4,2012,11,19,14,35,53,Static,610,16,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_42_39_Checkerboard_7_410_24.png,7,Checkerboard4,2012,11,19,14,42,39,Checkerboard7,410,24,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_28_37_Static_10_7.png,7,Checkerboard4,2012,11,19,14,28,37,Static,10,7,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_30_6_Static_10_12.png,7,Checkerboard4,2012,11,19,14,30,6,Static,10,12,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_14_40_Checkerboard_2_210_1.png,7,Checkerboard4,2012,11,19,15,14,40,Checkerboard2,210,1,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_34_46_Static_610_11.png,7,Checkerboard4,2012,11,19,14,34,46,Static,610,11,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_19_41_Checkerboard_4_10_20.png,7,Checkerboard4,2012,11,19,14,19,41,Checkerboard4,10,20,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_35_36_Checkerboard_2_410_2.png,7,Checkerboard4,2012,11,19,15,35,36,Checkerboard2,410,2,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_38_12_Checkerboard_2_410_16.png,7,Checkerboard4,2012,11,19,15,38,12,Checkerboard2,410,16,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_26_54_Checkerboard_2_10_11.png,7,Checkerboard4,2012,11,19,15,26,54,Checkerboard2,10,11,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_34_40_Checkerboard_4_410_25.png,7,Checkerboard4,2012,11,19,15,34,40,Checkerboard4,410,25,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_43_45_Checkerboard_7_610_2.png,7,Checkerboard4,2012,11,19,14,43,45,Checkerboard7,610,2,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_23_36_Checkerboard_4_210_21.png,7,Checkerboard4,2012,11,19,15,23,36,Checkerboard4,210,21,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_29_19_Checkerboard_2_10_24.png,7,Checkerboard4,2012,11,19,15,29,19,Checkerboard2,10,24,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_42_15_Checkerboard_7_410_22.png,7,Checkerboard4,2012,11,19,14,42,15,Checkerboard7,410,22,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_38_23_Checkerboard_2_410_17.png,7,Checkerboard4,2012,11,19,15,38,23,Checkerboard2,410,17,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_30_47_Checkerboard_4_410_4.png,7,Checkerboard4,2012,11,19,15,30,47,Checkerboard4,410,4,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_21_23_Checkerboard_4_210_9.png,7,Checkerboard4,2012,11,19,15,21,23,Checkerboard4,210,9,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_21_12_Checkerboard_4_210_8.png,7,Checkerboard4,2012,11,19,15,21,12,Checkerboard4,210,8,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_41_31_Checkerboard_7_410_18.png,7,Checkerboard4,2012,11,19,14,41,31,Checkerboard7,410,18,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_31_32_Static_10_15.png,7,Checkerboard4,2012,11,19,14,31,32,Static,10,15,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_38_56_Checkerboard_2_410_20.png,7,Checkerboard4,2012,11,19,15,38,56,Checkerboard2,410,20,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_18_26_Checkerboard_2_210_21.png,7,Checkerboard4,2012,11,19,15,18,26,Checkerboard2,210,21,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_31_31_Checkerboard_4_410_8.png,7,Checkerboard4,2012,11,19,15,31,31,Checkerboard4,410,8,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_25_59_Checkerboard_2_10_6.png,7,Checkerboard4,2012,11,19,15,25,59,Checkerboard2,10,6,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_39_2_Checkerboard_7_410_5.png,7,Checkerboard4,2012,11,19,14,39,2,Checkerboard7,410,5,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_39_13_Checkerboard_7_410_6.png,7,Checkerboard4,2012,11,19,14,39,13,Checkerboard7,410,6,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_35_47_Checkerboard_2_410_3.png,7,Checkerboard4,2012,11,19,15,35,47,Checkerboard2,410,3,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_24_50_Uniform_18.png,7,Checkerboard4,2012,11,19,14,24,50,Uniform,nan,18,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_33_45_Checkerboard_4_410_20.png,7,Checkerboard4,2012,11,19,15,33,45,Checkerboard4,410,20,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_21_0_Checkerboard_4_210_7.png,7,Checkerboard4,2012,11,19,15,21,0,Checkerboard4,210,7,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_23_33_Uniform_12.png,7,Checkerboard4,2012,11,19,14,23,33,Uniform,nan,12,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_34_8_Static_610_8.png,7,Checkerboard4,2012,11,19,14,34,8,Static,610,8,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_38_51_Checkerboard_7_410_4.png,7,Checkerboard4,2012,11,19,14,38,51,Checkerboard7,410,4,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_27_12_Static_10_1.png,7,Checkerboard4,2012,11,19,14,27,12,Static,10,1,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_12_40_Static_410_11.png,7,Checkerboard4,2012,11,19,14,12,40,Static,410,11,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_28_10_Static_10_5.png,7,Checkerboard4,2012,11,19,14,28,10,Static,10,5,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_41_53_Checkerboard_7_410_20.png,7,Checkerboard4,2012,11,19,14,41,53,Checkerboard7,410,20,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_31_56_Static_10_17.png,7,Checkerboard4,2012,11,19,14,31,56,Static,10,17,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_35_58_Checkerboard_2_410_4.png,7,Checkerboard4,2012,11,19,15,35,58,Checkerboard2,410,4,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_11_21_Checkerboard_7_10_11.png,7,Checkerboard4,2012,11,19,15,11,21,Checkerboard7,10,11,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_36_59_Static_610_21.png,7,Checkerboard4,2012,11,19,14,36,59,Static,610,21,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_23_47_Checkerboard_4_210_22.png,7,Checkerboard4,2012,11,19,15,23,47,Checkerboard4,210,22,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_28_1_Checkerboard_2_10_17.png,7,Checkerboard4,2012,11,19,15,28,1,Checkerboard2,10,17,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_59_8_Static_210_1.png,7,Checkerboard4,2012,11,19,14,59,8,Static,210,1,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_10_54_Static_410_3.png,7,Checkerboard4,2012,11,19,14,10,54,Static,410,3,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_53_57_Checkerboard_4_610_1.png,7,Checkerboard4,2012,11,19,14,53,57,Checkerboard4,610,1,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_44_52_Checkerboard_7_610_8.png,7,Checkerboard4,2012,11,19,14,44,52,Checkerboard7,610,8,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_39_51_Checkerboard_7_410_9.png,7,Checkerboard4,2012,11,19,14,39,51,Checkerboard7,410,9,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_38_34_Checkerboard_2_410_18.png,7,Checkerboard4,2012,11,19,15,38,34,Checkerboard2,410,18,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_50_59_Checkerboard_2_610_13.png,7,Checkerboard4,2012,11,19,14,50,59,Checkerboard2,610,13,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_36_20_Checkerboard_2_410_6.png,7,Checkerboard4,2012,11,19,15,36,20,Checkerboard2,410,6,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_18_59_Checkerboard_2_210_24.png,7,Checkerboard4,2012,11,19,15,18,59,Checkerboard2,210,24,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_20_49_Checkerboard_4_210_6.png,7,Checkerboard4,2012,11,19,15,20,49,Checkerboard4,210,6,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_16_35_Checkerboard_2_210_11.png,7,Checkerboard4,2012,11,19,15,16,35,Checkerboard2,210,11,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_37_49_Checkerboard_2_410_14.png,7,Checkerboard4,2012,11,19,15,37,49,Checkerboard2,410,14,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_18_48_Checkerboard_2_210_23.png,7,Checkerboard4,2012,11,19,15,18,48,Checkerboard2,210,23,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_19_54_Checkerboard_4_210_1.png,7,Checkerboard4,2012,11,19,15,19,54,Checkerboard4,210,1,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_36_32_Checkerboard_2_410_7.png,7,Checkerboard4,2012,11,19,15,36,32,Checkerboard2,410,7,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_12_54_Static_410_12.png,7,Checkerboard4,2012,11,19,14,12,54,Static,410,12,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_20_48_Checkerboard_4_10_25.png,7,Checkerboard4,2012,11,19,14,20,48,Checkerboard4,10,25,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_39_30_Checkerboard_2_410_23.png,7,Checkerboard4,2012,11,19,15,39,30,Checkerboard2,410,23,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_52_39_Checkerboard_2_610_22.png,7,Checkerboard4,2012,11,19,14,52,39,Checkerboard2,610,22,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_26_43_Checkerboard_2_10_10.png,7,Checkerboard4,2012,11,19,15,26,43,Checkerboard2,10,10,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_25_14_Checkerboard_2_10_2.png,7,Checkerboard4,2012,11,19,15,25,14,Checkerboard2,10,2,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_44_30_Checkerboard_7_610_6.png,7,Checkerboard4,2012,11,19,14,44,30,Checkerboard7,610,6,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_3_24_Static_210_24.png,7,Checkerboard4,2012,11,19,15,3,24,Static,210,24,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_44_41_Checkerboard_7_610_7.png,7,Checkerboard4,2012,11,19,14,44,41,Checkerboard7,610,7,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_3_13_Static_210_23.png,7,Checkerboard4,2012,11,19,15,3,13,Static,210,23,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_21_56_Checkerboard_4_210_12.png,7,Checkerboard4,2012,11,19,15,21,56,Checkerboard4,210,12,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_33_6_Static_610_3.png,7,Checkerboard4,2012,11,19,14,33,6,Static,610,3,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_13_27_Static_410_15.png,7,Checkerboard4,2012,11,19,14,13,27,Static,410,15,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_29_31_Static_10_10.png,7,Checkerboard4,2012,11,19,14,29,31,Static,10,10,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_14_29_42_Static_10_11.png,7,Checkerboard4,2012,11,19,14,29,42,Static,10,11,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_32_5_Checkerboard_4_410_11.png,7,Checkerboard4,2012,11,19,15,32,5,Checkerboard4,410,11,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
7_Checkerboard_4_2012_11_19_15_27_17_Checkerboard_2_10_13.png,7,Checkerboard4,2012,11,19,15,27,17,Checkerboard2,10,13,/home/yg32/Documents/PostDoc/Holodeck/Code/2processedata/7_Checkerboard_4_2012_11_19_13_59
